"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"536","Cooper Marody","EDM","C","27","1996-12-20","Brighton","MI","USA","USA","72","184","2015","PHI","6","7","158"
"12","Corey Perry","T.B","R","38","1985-05-16","Peterborough","ON","CAN","CAN","75","208","2003","ANA","1","28","28"
"894","Corey Schueneman","MTL","D","28","1995-09-02","Milford","MI","USA","USA","71","197","-","-","-","-","-"
"158","Craig Smith","BOS","C","34","1989-09-05","Madison","WI","USA","USA","72","204","2009","NSH","4","7","98"
"423","Curtis Lazar","BOS","C","29","1995-02-02","Salmon Arm","BC","CAN","CAN","72","203","2013","OTT","1","17","17"
"488","Dakota Joshua","STL","C","27","1996-05-15","Dearborn","MI","USA","USA","75","206","2014","TOR","5","8","128"
"427","Dakota Mermis","MIN","D","30","1994-01-05","Alton","IL","USA","USA","72","195","-","-","-","-","-"
"326","Damon Severson","N.J","D","29","1994-08-07","Melville","SK","CAN","CAN","74","205","2012","N.J","2","30","60"
"608","Dan Renouf","DET","D","29","1994-06-01","Pickering","ON","CAN","CAN","73","198","-","-","-","-","-"
"551","Daniel Sprong","SEA, WSH","R","27","1997-03-17","Amsterdam","","NLD","NLD","72","202","2015","PIT","2","16","46"
"987","Daniil Miromanov","VGK","D","26","1997-07-11","Moscow","","RUS","RUS","76","200","-","-","-","-","-"
"356","Danny DeKeyser","DET","D","34","1990-03-07","Detroit","MI","USA","USA","75","183","-","-","-","-","-"
"340","Danny O'Regan","ANA","C","30","1994-01-30","Berlin","","DEU","USA","70","180","2012","S.J","5","17","138"
"650","Dante Fabbro","NSH","D","25","1998-06-20","Coquitlam","BC","CAN","CAN","72","189","2016","NSH","1","17","17"
"483","Danton Heinen","PIT","L","28","1995-07-05","Langley","BC","CAN","CAN","73","188","2014","BOS","4","26","116"
"414","Darnell Nurse","EDM","D","29","1995-02-04","Hamilton","ON","CAN","CAN","76","221","2013","EDM","1","7","7"
"40","Darren Helm","COL","C","37","1987-01-21","St. Andrews","MB","CAN","CAN","72","192","2005","DET","5","7","132"
"505","Darren Raddysh","T.B","D","28","1996-02-28","Toronto","ON","CAN","CAN","73","200","-","-","-","-","-"
"875","David Gustafsson","WPG","C","23","2000-04-11","Tingsryd","","SWE","SWE","74","212","2018","WPG","2","29","60"
"782","David Kampf","TOR","C","29","1995-01-12","Chomutov","","CZE","CZE","74","197","-","-","-","-","-"
"461","David Pastrnak","BOS","R","27","1996-05-25","Havirov","","CZE","CZE","73","195","2014","BOS","1","25","25"
"80","David Perron","STL","L","35","1988-05-28","Sherbrooke","QC","CAN","CAN","73","196","2007","STL","1","26","26"
"161","David Savard","MTL","D","33","1990-10-22","St. Hyacinthe","QC","CAN","CAN","73","235","2009","CBJ","4","3","94"
"966","Dawson Mercer","N.J","C","22","2001-10-27","Carbonear","NL","CAN","CAN","72","180","2020","N.J","1","18","18"
"576","Dean Kukan","CBJ","D","30","1993-07-08","Volketswil","","CHE","CHE","74","190","-","-","-","-","-"
"871","Declan Chisholm","WPG","D","24","2000-01-12","Bowmanville","ON","CAN","CAN","73","185","2018","WPG","5","26","150"
"565","Denis Gurianov","DAL","R","26","1997-06-07","Togliatti","","RUS","RUS","75","205","2015","DAL","1","12","12"
"662","Dennis Cholowski","SEA, WSH","D","26","1998-02-15","Langley","BC","CAN","CAN","74","210","2016","DET","1","20","20"
"191","Derek Forbort","BOS","D","32","1992-03-04","Duluth","MN","USA","USA","76","208","2010","L.A","1","15","15"
"117","Derek Grant","ANA","C","33","1990-04-20","Abbotsford","BC","CAN","CAN","75","210","2008","OTT","4","28","119"
"578","Derek Ryan","EDM","C","37","1986-12-29","Spokane","WA","USA","USA","70","185","-","-","-","-","-"
"111","Derek Stepan","CAR","C","33","1990-06-18","Hastings","MN","USA","USA","71","196","2008","NYR","2","21","51"
"57","Derick Brassard","EDM, PHI","C","36","1987-09-22","Hull","QC","CAN","CAN","73","200","2006","CBJ","1","6","6"
"308","Derrick Pouliot","SEA, VGK","D","30","1994-01-16","Estevan","SK","CAN","CAN","72","196","2012","PIT","1","8","8"
"320","Devin Shore","EDM","C","29","1994-07-19","Ajax","ON","CAN","CAN","73","206","2012","DAL","2","31","61"
"479","Devon Toews","COL","D","30","1994-02-21","Abbotsford","BC","CAN","CAN","73","191","2014","NYI","4","18","108"
"634","Dillon Dube","CGY","C","25","1998-07-20","Golden","AB","CAN","CAN","71","185","2016","CGY","2","26","56"
"399","Dillon Heatherington","OTT","D","28","1995-05-09","Calgary","AB","CAN","CAN","76","215","2013","CBJ","2","20","50"
"762","Dmitri Samorukov","EDM","D","24","1999-06-16","Volgograd","","RUS","RUS","75","188","2017","EDM","3","22","84"
"250","Dmitrij Jaskin","ARI","R","31","1993-03-23","Omsk","","RUS","CZE","74","216","2011","STL","2","11","41"
"145","Dmitry Kulikov","MIN","D","33","1990-10-29","Lipetsk","","RUS","RUS","73","201","2009","FLA","1","14","14"
"153","Dmitry Orlov","WSH","D","32","1991-07-23","Novokuznetsk","","RUS","RUS","71","214","2009","WSH","2","25","55"
"332","Dominic Toninato","WPG","C","30","1994-03-09","Duluth","MN","USA","USA","74","191","2012","TOR","5","5","126"
"362","Dominik Kubalik","CHI","L","28","1995-08-21","Plzen","","CZE","CZE","74","190","2013","L.A","7","10","191"
"588","Dominik Simon","ANA, PIT","C","29","1994-08-08","Prague","","CZE","CZE","71","190","2015","PIT","5","16","137"
"267","Dougie Hamilton","N.J","D","30","1993-06-17","Toronto","ON","CAN","CAN","78","230","2011","BOS","1","9","9"
"793","Drake Batherson","OTT","R","25","1998-04-27","Fort Wayne","IN","USA","USA","75","200","2017","OTT","4","28","121"
"680","Drake Caggiula","BUF","C","29","1994-06-20","Pickering","ON","CAN","CAN","70","176","-","-","-","-","-"
"95","Drew Doughty","L.A","D","34","1989-12-08","London","ON","CAN","CAN","73","210","2008","L.A","1","2","2"
"953","Drew O'Connor","PIT","L","25","1998-06-09","Chatham","NJ","USA","USA","75","200","-","-","-","-","-"
"506","Dryden Hunt","NYR","L","28","1995-11-24","Cranbrook","BC","CAN","CAN","72","193","-","-","-","-","-"
"4","Duncan Keith","EDM","D","40","1983-07-16","Winnipeg","MB","CAN","CAN","73","192","2002","CHI","2","24","54"
"7","Dustin Brown","L.A","L, R","39","1984-11-04","Ithaca","NY","USA","USA","72","205","2003","L.A","1","13","13"
"706","Dylan Coghlan","VGK","D","26","1998-02-19","Duncan","BC","CAN","CAN","74","208","-","-","-","-","-"
"905","Dylan Cozens","BUF","C","23","2001-02-09","Whitehorse","YT","CAN","CAN","75","195","2019","BUF","1","7","7"
"228","Dylan DeMelo","WPG","D","30","1993-05-01","London","ON","CAN","CAN","72","195","2011","S.J","6","28","179"
"700","Dylan Gambrell","OTT","C","27","1996-08-26","Bonney Lake","WA","USA","USA","71","185","2016","S.J","2","30","60"
"452","Dylan Larkin","DET","C","27","1996-07-30","Waterford","MI","USA","USA","73","198","2014","DET","1","15","15"
"764","Dylan Samberg","WPG","D","25","1999-01-24","Saginaw","MN","USA","USA","76","219","2017","WPG","2","12","43"
"496","Dylan Sikura","COL","C","28","1995-06-01","Aurora","ON","CAN","CAN","71","170","2014","CHI","6","28","178"
"535","Dylan Strome","CHI","C","27","1997-03-07","Mississauga","ON","CAN","CAN","75","200","2015","ARI","1","3","3"
"490","Dysin Mayo","ARI","D","27","1996-08-17","Victoria","BC","CAN","CAN","74","183","2014","ARI","5","13","133"
"744","Eeli Tolvanen","NSH","R","24","1999-04-22","Vihti","","FIN","FIN","70","191","2017","NSH","1","30","30"
"788","Eetu Luostarinen","FLA","C","25","1998-09-02","Siilinjarvi","","FIN","FIN","75","190","2017","CAR","2","11","42"
"883","Egor Sokolov","OTT","L","23","2000-06-07","Yekaterinburg","","RUS","RUS","75","222","-","-","-","-","-"
"889","Egor Zamula","PHI","D","23","2000-03-30","Chelyabinsk","","RUS","RUS","75","177","-","-","-","-","-"
"412","Elias Lindholm","CGY","C","29","1994-12-02","Boden","","SWE","SWE","73","202","2013","CAR","1","5","5"
"746","Elias Pettersson","VAN","C","25","1998-11-12","Sundsvall","","SWE","SWE","74","176","2017","VAN","1","5","5"
"792","Emil Bemstrom","CBJ","C","24","1999-06-01","Nykoping","","SWE","SWE","72","195","2017","CBJ","4","24","117"
"819","Eric Robinson","CBJ","L","28","1995-06-14","BELLMAWR","NJ","USA","USA","74","205","-","-","-","-","-"
"776","Erik Brannstrom","OTT","D","24","1999-09-02","Eksjo","","SWE","SWE","70","185","2017","VGK","1","15","15"
"523","Erik Cernak","T.B","D","26","1997-05-28","Kosice","","SVK","SVK","76","224","2015","L.A","2","13","43"
"201","Erik Gudbranson","CGY","D","32","1992-01-07","Ottawa","ON","CAN","CAN","77","222","2010","FLA","1","3","3"
"338","Erik Gustafsson","CHI","D","32","1992-03-14","Nynashamn","","SWE","SWE","72","197","2012","EDM","4","2","93"
"166","Erik Haula","BOS","L","33","1991-03-23","Pori","","FIN","FIN","71","191","2009","MIN","7","1","182"
"48","Erik Johnson","COL","D","36","1988-03-21","Bloomington","MN","USA","USA","76","225","2006","STL","1","1","1"
"102","Erik Karlsson","S.J","D","33","1990-05-31","Landsbro","","SWE","SWE","72","190","2008","OTT","1","15","15"
"316","Esa Lindell","DAL","D","29","1994-05-23","Vantaa","","FIN","FIN","75","220","2012","DAL","3","13","74"
"543","Ethan Bear","CAR","D","26","1997-06-26","Regina","SK","CAN","CAN","71","197","2015","EDM","5","3","124"
"609","Ethan Prow","BUF","D","31","1992-11-17","Sauk Rapids","MN","USA","USA","71","182","-","-","-","-","-"
"828","Evan Bouchard","EDM","D","24","1999-10-20","Oakville","ON","CAN","CAN","75","194","2018","EDM","1","10","10"
"574","Evan Rodrigues","PIT","C","30","1993-07-28","Toronto","ON","CAN","CAN","71","184","-","-","-","-","-"
"138","Evander Kane","EDM","L","32","1991-08-02","Vancouver","BC","CAN","CAN","74","210","2009","ATL","1","4","4"
"20","Evgeni Malkin","PIT","C","37","1986-07-31","Magnitogorsk","","RUS","RUS","75","195","2004","PIT","1","2","2"
"83","Evgenii Dadonov","VGK","R","35","1989-03-12","Chelyabinsk","","RUS","RUS","71","189","2007","FLA","3","10","71"
"183","Evgeny Kuznetsov","WSH","C","31","1992-05-19","Chelyabinsk","","RUS","RUS","74","207","2010","WSH","1","26","26"
"530","Evgeny Svechnikov","WPG","L","27","1996-10-31","Yuzhno-Sakhalinsk","","RUS","RUS","75","208","2015","DET","1","19","19"
"789","Fabian Zetterlund","N.J","L","24","1999-08-25","Karlstad","","SWE","SWE","71","220","2017","N.J","3","1","63"
"778","Filip Chytil","NYR","C","24","1999-09-05","Kromeriz","","CZE","CZE","74","204","2017","NYR","1","21","21"
"311","Filip Forsberg","NSH","L","29","1994-08-13","Ostervala","","SWE","SWE","73","205","2012","WSH","1","11","11"
"842","Filip Hallander","PIT","C","23","2000-06-29","Sundsvall","","SWE","SWE","73","190","2018","PIT","2","27","58"
"675","Filip Hronek","DET","D","26","1997-11-02","Hradec Králové","","CZE","CZE","72","190","2016","DET","2","23","53"
"834","Filip Zadina","DET","R","24","1999-11-27","Pardubice","","CZE","CZE","72","190","2018","DET","1","6","6"
"509","Frank Vatrano","FLA, NYR","C","30","1994-03-14","East Longmeadow","MA","USA","USA","71","197","-","-","-","-","-"
"437","Frederick Gaudreau","MIN","C","30","1993-05-01","Bromont","QC","CAN","CAN","72","184","-","-","-","-","-"
"425","Frederik Gauthier","N.J","C","28","1995-04-26","Laval","QC","CAN","CAN","77","239","2013","TOR","1","21","21"
"231","Fredrik Claesson","T.B","D","31","1992-11-24","Stockholm","","SWE","SWE","73","196","2011","OTT","5","5","126"
"686","Fredrik Karlstrom","DAL","C","26","1998-01-12","Stockholm","","SWE","SWE","75","200","2016","DAL","3","29","90"
"568","Gabriel Carlsson","CBJ","D","27","1997-01-02","Orebro","","SWE","SWE","77","195","2015","CBJ","1","29","29"
"853","Gabriel Fortier","T.B","L","24","2000-02-06","Lachine","QC","CAN","CAN","70","177","2018","T.B","2","28","59"
"260","Gabriel Landeskog","COL","L","31","1992-11-23","Stockholm","","SWE","SWE","73","215","2011","COL","1","2","2"
"747","Gabriel Vilardi","L.A","C","24","1999-08-16","Kingston","ON","CAN","CAN","75","215","2017","L.A","1","11","11"
"436","Garnet Hathaway","WSH","R","32","1991-11-23","Kennebunkport","ME","USA","USA","75","208","-","-","-","-","-"
"685","Garrett Pilon","WSH","C","25","1998-04-13","Kindersley","SK","CAN","CAN","72","191","2016","WSH","3","26","87"
"718","Gavin Bayreuther","CBJ","D","29","1994-05-12","Canaan","NH","USA","USA","73","196","-","-","-","-","-"
"335","Gemel Smith","DET","C","29","1994-04-16","Toronto","ON","CAN","CAN","70","203","2012","DAL","4","13","104"
"715","Gerry Mayhew","ANA, PHI","C","31","1992-12-31","Wyandotte","MI","USA","USA","69","161","-","-","-","-","-"
"655","Givani Smith","DET","R","26","1998-02-28","Thornhill","ON","CAN","CAN","74","214","2016","DET","2","16","46"
"540","Glenn Gawdin","CGY","C","26","1997-03-25","Richmond","BC","CAN","CAN","73","191","2015","STL","4","25","116"
"805","Grant Hutton","NYI","D","28","1995-07-25","Carmel","IN","USA","USA","76","214","-","-","-","-","-"
"182","Greg McKegg","NYR","C","31","1992-06-17","St. Thomas","ON","CAN","CAN","72","195","2010","TOR","3","2","62"
"118","Greg Pateryn","ANA","D","33","1990-06-20","Sterling Heights","MI","USA","USA","75","212","2008","TOR","5","7","128"
"229","Gregory Hofmann","CBJ","C","31","1992-11-13","Tramelan","","CHE","CHE","72","194","2011","CAR","4","12","103"
"843","Grigori Denisenko","FLA","L","23","2000-06-24","Novosibirsk","","RUS","RUS","71","186","2018","FLA","1","15","15"
"550","Guillaume Brisebois","VAN","D","26","1997-07-21","Longueuil","QC","CAN","CAN","74","175","2015","VAN","3","5","66"
"486","Gustav Forsling","FLA","D","27","1996-06-12","Linkoping","","SWE","SWE","72","186","2014","VAN","5","6","126"
"787","Gustav Lindstrom","DET","D","25","1998-10-20","Ostervala","","SWE","SWE","74","186","2017","DET","2","7","38"
"116","Gustav Nyquist","CBJ","C","34","1989-09-01","Halmstad","","SWE","SWE","71","180","2008","DET","4","30","121"
"293","Hampus Lindholm","ANA, BOS","D","30","1994-01-20","Helsingborg","","SWE","SWE","76","215","2012","ANA","1","6","6"
"504","Hayden Hodgson","PHI","R","28","1996-03-02","Windsor","ON","CAN","CAN","74","208","-","-","-","-","-"
"445","Haydn Fleury","SEA","D","27","1996-07-08","Carlyle","SK","CAN","CAN","76","208","2014","CAR","1","7","7"
"975","Hendrix Lapierre","WSH","C","22","2002-02-09","Gatineau","QC","CAN","CAN","72","180","2020","WSH","1","22","22"
"758","Henri Jokiharju","BUF","D","24","1999-06-17","Oulu","","FIN","FIN","72","200","2017","CHI","1","29","29"
"666","Henrik Borgstrom","CHI","C","26","1997-08-06","Helsinki","","FIN","FIN","75","199","2016","FLA","1","23","23"
"374","Hudson Fasching","ARI","R","28","1995-07-28","Milwaukee","WI","USA","USA","75","204","2013","L.A","4","27","118"
"872","Hunter Drew","ANA","D","25","1998-10-21","Kingston","ON","CAN","CAN","74","191","2018","ANA","6","23","178"
"65","Ian Cole","CAR","D","35","1989-02-21","Ann Arbor","MI","USA","USA","73","225","2007","STL","1","18","18"
"773","Ian Mitchell","CHI","D","25","1999-01-18","St. Albert","AB","CAN","CAN","71","193","2017","CHI","2","26","57"
"867","Ilya Lyubushkin","ARI, TOR","D","29","1994-04-06","Moscow","","RUS","RUS","74","200","-","-","-","-","-"
"938","Ilya Mikheyev","TOR","R","29","1994-10-10","Omsk","","RUS","RUS","74","192","-","-","-","-","-"
"750","Isaac Ratcliffe","PHI","L","25","1999-02-15","London","ON","CAN","CAN","78","200","2017","PHI","2","4","35"
"979","Isaak Phillips","CHI","D","22","2001-09-28","Barrie","ON","CAN","CAN","75","205","2020","CHI","5","17","141"
"829","Isac Lundestrom","ANA","C","24","1999-11-06","Gallivare","","SWE","SWE","72","193","2018","ANA","1","23","23"
"464","Ivan Barbashev","STL","C","28","1995-12-14","Moscow","","RUS","RUS","73","195","2014","STL","2","3","33"
"567","Ivan Provorov","PHI","D","27","1997-01-13","Yaroslavl","","RUS","RUS","73","201","2015","PHI","1","7","7"
"394","J.T. Compher","COL","L","28","1995-04-08","Northbrook","IL","USA","USA","72","190","2013","BUF","2","5","35"
"271","J.T. Miller","VAN","C","31","1993-03-14","East Palestine","OH","USA","USA","73","218","2011","NYR","1","15","15"
"333","Jaccob Slavin","CAR","D","29","1994-05-01","Denver","CO","USA","USA","75","207","2012","CAR","4","29","120"
"958","Jack Ahcan","BOS","D","26","1997-05-18","Savage","MN","USA","USA","68","180","-","-","-","-","-"
"840","Jack Drury","CAR","C","24","2000-02-03","New York","NY","USA","USA","71","174","2018","CAR","2","11","42"
"517","Jack Eichel","VGK","C","27","1996-10-28","North Chelmsford","MA","USA","USA","74","207","2015","BUF","1","2","2"
"920","Jack Hughes","N.J","C","22","2001-05-14","Orlando","FL","USA","USA","71","175","2019","N.J","1","1","1"
"30","Jack Johnson","COL","D","37","1987-01-13","Indianapolis","IN","USA","USA","73","227","2005","CAR","1","3","3"
"850","Jack McBain","ARI","C","24","2000-01-06","Toronto","ON","CAN","CAN","75","201","2018","MIN","3","1","63"
"964","Jack Quinn","BUF","R","22","2001-09-19","Ottawa","ON","CAN","CAN","73","185","2020","BUF","1","8","8"
"767","Jack Rathbone","VAN","D","24","1999-05-20","Boston","MA","USA","USA","70","177","2017","VAN","4","2","95"
"546","Jack Roslovic","CBJ","C","27","1997-01-29","Columbus","OH","USA","USA","73","200","2015","WPG","1","25","25"
"751","Jack Studnicka","BOS","C","25","1999-02-18","Windsor","ON","CAN","CAN","73","187","2017","BOS","2","22","53"
"992","Jackson Cates","PHI","C","26","1997-09-28","STILLWATER","MN","USA","USA","72","190","-","-","-","-","-"
"859","Jacob Bernard-Docker","OTT","D","23","2000-06-30","Canmore","AB","CAN","CAN","72","190","2018","OTT","1","26","26"
"791","Jacob Bryson","BUF","D","26","1997-11-18","London","ON","CAN","CAN","69","176","2017","BUF","4","6","99"
"563","Jacob Larsson","ANA","D","26","1997-04-29","Ljungby","","SWE","SWE","74","193","2015","ANA","1","27","27"
"676","Jacob MacDonald","COL","D","31","1993-02-26","Portland","OR","USA","","72","204","-","-","-","-","-"
"501","Jacob Middleton","MIN, S.J","D","28","1996-01-02","Wainwright","AB","CAN","CAN","75","219","2014","L.A","7","30","210"
"674","Jacob Moverare","L.A","D","25","1998-08-31","Ostersund","","SWE","SWE","75","210","2016","L.A","4","21","112"
"977","Jacob Perreault","ANA","R","21","2002-04-15","Montréal","QC","CAN","CAN","71","192","2020","ANA","1","27","27"
"794","Jacob Peterson","DAL","C","24","1999-07-19","Lidkoping","","SWE","SWE","73","180","2017","DAL","5","8","132"
"309","Jacob Trouba","NYR","D","30","1994-02-26","Rochester","MI","USA","USA","75","203","2012","WPG","1","9","9"
"196","Jaden Schwartz","SEA","C","31","1992-06-25","Wilcox","SK","CAN","CAN","70","185","2010","STL","1","14","14"
"665","Jake Bean","CBJ","D","25","1998-06-09","Calgary","AB","CAN","CAN","73","196","2016","CAR","1","13","13"
"887","Jake Christiansen","CBJ","D","24","1999-09-12","West Vancouver","BC","CAN","CAN","72","193","-","-","-","-","-"
"566","Jake DeBrusk","BOS","L","27","1996-10-17","Edmonton","AB","CAN","CAN","72","197","2015","BOS","1","14","14"
"500","Jake Evans","MTL","C","27","1996-06-02","Toronto","ON","CAN","CAN","72","186","2014","MTL","7","27","207"
"377","Jake Guentzel","PIT","L","29","1994-10-06","Omaha","NE","USA","USA","71","180","2013","PIT","3","16","77"
"732","Jake Leschyshyn","VGK","C","25","1999-03-10","Raleigh","NC","USA","USA","71","195","2017","VGK","2","31","62"
"330","Jake McCabe","CHI","D","30","1993-10-12","Eau Claire","WI","USA","USA","73","204","2012","BUF","2","14","44"
"88","Jake Muzzin","TOR","D","35","1989-02-21","Woodstock","ON","CAN","CAN","75","227","2007","PIT","5","20","141"
"962","Jake Neighbours","STL","L","21","2002-03-29","Calgary","AB","CAN","CAN","72","201","2020","STL","1","26","26"
"474","Jake Walman","DET, STL","D","28","1996-02-20","Toronto","ON","CAN","CAN","74","215","2014","STL","3","22","82"
"633","Jakob Chychrun","ARI","D","25","1998-03-31","Boca Raton","FL","USA","USA","74","220","2016","ARI","1","16","16"
"134","Jakob Silfverberg","ANA","R","33","1990-10-13","Gävle","","SWE","SWE","73","207","2009","OTT","2","9","39"
"798","Jakub Galvas","CHI","D","24","1999-06-15","Ostrava","","CZE","CZE","71","161","2017","CHI","5","26","150"
"87","Jakub Voracek","CBJ","R","34","1989-08-15","Kladno","","CZE","CZE","74","216","2007","CBJ","1","7","7"
"451","Jakub Vrana","DET","L","28","1996-02-28","Prague","","CZE","CZE","72","190","2014","WSH","1","13","13"
"522","Jakub Zboril","BOS","D","27","1997-02-21","Brno","","CZE","CZE","73","201","2015","BOS","1","13","13"
"602","Jalen Chatfield","CAR","D","27","1996-05-15","Ypsilanti","MI","USA","USA","73","188","-","-","-","-","-"
"35","James Neal","STL","L","36","1987-09-03","Whitby","ON","CAN","CAN","75","212","2005","DAL","2","3","33"
"69","James van Riemsdyk","PHI","L","34","1989-05-04","Middletown","NJ","USA","USA","75","208","2007","PHI","1","2","2"
"63","Jamie Benn","DAL","L","34","1989-07-18","Victoria","BC","CAN","CAN","74","205","2007","DAL","5","8","129"
"974","Jamie Drysdale","ANA","D","21","2002-04-08","Toronto","ON","CAN","CAN","71","183","2020","ANA","1","6","6"
"270","Jamie Oleksiak","SEA","D","31","1992-12-21","Toronto","ON","CAN","CAN","79","257","2011","DAL","1","14","14"
"863","Jan Jenik","ARI","R","23","2000-09-15","Nymburk","","CZE","CZE","73","185","2018","ARI","3","3","65"
"786","Jan Rutta","T.B","D","33","1990-07-29","Písek","","CZE","CZE","75","204","-","-","-","-","-"
"212","Jani Hakanpaa","DAL","D","31","1992-03-31","Kirkkonummi","","FIN","FIN","78","225","2010","STL","4","14","104"
"993","Janis Moser","ARI","D","23","2000-06-06","Biel","","CHE","CHE","73","173","2021","ARI","2","28","60"
"682","Janne Kuokkanen","N.J","C, L","25","1998-05-25","Oulunsalo","","FIN","FIN","73","193","2016","CAR","2","13","43"
"526","Jansen Harkins","WPG","C","26","1997-05-23","Cleveland","OH","USA","USA","73","182","2015","WPG","2","17","47"
"460","Jared McCann","SEA","C, L","27","1996-05-31","Stratford","ON","CAN","CAN","73","191","2014","VAN","1","24","24"
"122","Jared Spurgeon","MIN","D","34","1989-11-29","Edmonton","AB","CAN","CAN","69","166","2008","NYI","6","5","156"
"734","Jaret Anderson-Dolan","L.A","C","24","1999-09-12","Calgary","AB","CAN","CAN","71","200","2017","L.A","2","10","41"
"207","Jarred Tinordi","NYR","D","32","1992-02-20","Burnsville","MN","USA","USA","78","229","2010","MTL","1","22","22"
"391","Jason Dickinson","VAN","C","28","1995-07-04","Georgetown","ON","CAN","CAN","74","200","2013","DAL","1","29","29"
"754","Jason Robertson","DAL","L","24","1999-07-22","Arcadia","CA","USA","USA","75","200","2017","DAL","2","8","39"
"3","Jason Spezza","TOR","C","40","1983-06-13","Toronto","ON","CAN","CAN","75","219","2001","OTT","1","2","2"
"179","Jason Zucker","PIT","L","32","1992-01-16","Newport Beach","CA","USA","USA","71","192","2010","MIN","2","29","59"
"879","Jasper Weatherby","S.J","C","26","1998-01-22","Portland","OR","USA","USA","76","222","2018","S.J","4","9","102"
"94","Jay Beagle","ARI","C","38","1985-10-16","Calgary","AB","CAN","CAN","75","210","-","-","-","-","-"
"349","Jaycob Megna","S.J","D","31","1992-12-10","Plantation","FL","USA","USA","78","220","2012","ANA","7","29","210"
"804","Jayden Halbgewachs","S.J","L","27","1997-03-22","Regina","SK","CAN","CAN","68","160","-","-","-","-","-"
"352","Jayson Megna","COL","C","34","1990-02-01","Fort Lauderdale","FL","USA","USA","73","195","-","-","-","-","-"
"245","Jean-Gabriel Pageau","NYI","C","31","1992-11-11","Ottawa","ON","CAN","CAN","71","185","2011","OTT","4","5","96"
"6","Jeff Carter","PIT","C","39","1985-01-01","London","ON","CAN","CAN","75","219","2003","PHI","1","11","11"
"985","Jeff Malott","WPG","L","27","1996-08-07","Burlington","ON","CAN","CAN","75","201","-","-","-","-","-"
"54","Jeff Petry","MTL","D","36","1987-12-09","Ann Arbor","MI","USA","USA","75","209","2006","EDM","2","15","45"
"199","Jeff Skinner","BUF","L","31","1992-05-16","Toronto","ON","CAN","CAN","71","197","2010","CAR","1","7","7"
"711","Jeffrey Viel","S.J","L","27","1997-01-28","Rimouski","QC","CAN","CAN","74","205","-","-","-","-","-"
"704","Jeremy Davies","NSH","D","27","1996-12-04","St-Anne-de-Bellevue","QC","CAN","CAN","71","180","2016","N.J","7","11","192"
"553","Jeremy Lauzon","NSH, SEA","D","26","1997-04-28","Val D'or","QC","CAN","CAN","73","204","2015","BOS","2","22","52"
"740","Jesper Boqvist","N.J","C","25","1998-10-30","Falun","","SWE","SWE","72","180","2017","N.J","2","5","36"
"667","Jesper Bratt","N.J","L","25","1998-07-30","Stockholm","","SWE","SWE","70","175","2016","N.J","6","11","162"
"215","Jesper Fast","CAR","R","32","1991-12-02","Nassjo","","SWE","SWE","73","191","2010","NYR","6","7","157"
"1001","Jesper Froden","BOS","R","29","1994-09-21","Stockholm","","SWE","SWE","70","179","-","-","-","-","-"
"837","Jesperi Kotkaniemi","CAR","C","23","2000-07-06","Pori","","FIN","FIN","74","201","2018","MTL","1","3","3"
"632","Jesse Puljujarvi","EDM","R","25","1998-05-07","Alvkarleby","","SWE","FIN","76","201","2016","EDM","1","4","4"
"877","Jesse Ylonen","MTL","R","24","1999-10-03","Scottsdale","AZ","USA","USA","73","188","2018","MTL","2","4","35"
"323","Jimmy Vesey","N.J","L","30","1993-05-26","Boston","MA","USA","USA","75","202","2012","NSH","3","5","66"
"978","JJ Peterka","BUF","R","22","2002-01-14","Munich","","DEU","DEU","72","189","2020","BUF","2","3","34"
"17","Joe Pavelski","DAL","C","39","1984-07-11","Plover","WI","USA","USA","71","200","2003","S.J","7","8","205"
"893","Joe Snively","WSH","C","28","1996-01-01","Herndon","VA","USA","USA","69","176","-","-","-","-","-"
"2","Joe Thornton","FLA","C","44","1979-07-02","London","ON","CAN","CAN","76","220","1997","BOS","1","1","1"
"831","Joe Veleno","DET","C","24","2000-01-13","Montreal","QC","CAN","CAN","73","203","2018","DET","1","30","30"
"272","Joel Armia","MTL","R","30","1993-05-31","Pori","","FIN","FIN","75","216","2011","BUF","1","16","16"
"254","Joel Edmundson","MTL","D","30","1993-06-28","Brandon","MB","CAN","CAN","77","221","2011","STL","2","16","46"
"564","Joel Eriksson Ek","MIN","C","27","1997-01-29","Karlstad","","SWE","SWE","75","207","2015","MIN","1","20","20"
"823","Joel Farabee","PHI","L","24","2000-02-25","Syracuse","NY","USA","USA","72","183","2018","PHI","1","14","14"
"430","Joel Hanley","DAL","D","32","1991-06-08","Keswick","ON","CAN","CAN","71","190","-","-","-","-","-"
"940","Joel Kiviranta","DAL","L","28","1996-03-23","Vantaa","","FIN","FIN","71","185","-","-","-","-","-"
"614","Joey Anderson","TOR","R","25","1998-06-19","Roseville","MN","USA","USA","72","207","2016","N.J","3","12","73"
"815","Joey Keane","CAR","D","24","1999-07-02","Chicago","IL","USA","USA","72","187","2018","NYR","3","26","88"
"181","Johan Larsson","ARI, WSH","L","31","1992-07-25","Lau","","SWE","SWE","71","206","2010","MIN","2","26","56"
