"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"484","Dennis Gilbert","CGY","D","27","1996-10-30","Buffalo","NY","USA","USA","74","216","2015","CHI","3","30","91"
"151","Derek Forbort","BOS","D","32","1992-03-04","Duluth","MN","USA","USA","76","208","2010","L.A","1","15","15"
"89","Derek Grant","ANA","C","33","1990-04-20","Abbotsford","BC","CAN","CAN","75","210","2008","OTT","4","28","119"
"493","Derek Ryan","EDM","C","37","1986-12-29","Spokane","WA","USA","USA","70","185","-","-","-","-","-"
"83","Derek Stepan","CAR","C","33","1990-06-18","Hastings","MN","USA","USA","71","196","2008","NYR","2","21","51"
"39","Derick Brassard","OTT","C","36","1987-09-22","Hull","QC","CAN","CAN","73","200","2006","CBJ","1","6","6"
"250","Derrick Pouliot","S.J","D","30","1994-01-16","Estevan","SK","CAN","CAN","72","196","2012","PIT","1","8","8"
"260","Devin Shore","EDM","C","29","1994-07-19","Ajax","ON","CAN","CAN","73","206","2012","DAL","2","31","61"
"402","Devon Toews","COL","D","30","1994-02-21","Abbotsford","BC","CAN","CAN","73","191","2014","NYI","4","18","108"
"540","Dillon Dube","CGY","C","25","1998-07-20","Golden","AB","CAN","CAN","71","185","2016","CGY","2","26","56"
"328","Dillon Heatherington","OTT","D","28","1995-05-09","Calgary","AB","CAN","CAN","76","215","2013","CBJ","2","20","50"
"653","Dmitri Samorukov","STL","D","24","1999-06-16","Volgograd","","RUS","RUS","75","188","2017","EDM","3","22","84"
"111","Dmitry Kulikov","ANA, PIT","D","33","1990-10-29","Lipetsk","","RUS","RUS","73","201","2009","FLA","1","14","14"
"118","Dmitry Orlov","BOS, WSH","D","32","1991-07-23","Novokuznetsk","","RUS","RUS","71","214","2009","WSH","2","25","55"
"273","Dominic Toninato","WPG","C","30","1994-03-09","Duluth","MN","USA","USA","74","191","2012","TOR","5","5","126"
"292","Dominik Kubalik","DET","L","28","1995-08-21","Plzen","","CZE","CZE","74","190","2013","L.A","7","10","191"
"214","Dougie Hamilton","N.J","D","30","1993-06-17","Toronto","ON","CAN","CAN","78","230","2011","BOS","1","9","9"
"679","Drake Batherson","OTT","R","25","1998-04-27","Fort Wayne","IN","USA","USA","75","200","2017","OTT","4","28","121"
"581","Drake Caggiula","PIT","C","29","1994-06-20","Pickering","ON","CAN","CAN","70","176","-","-","-","-","-"
"69","Drew Doughty","L.A","D","34","1989-12-08","London","ON","CAN","CAN","73","210","2008","L.A","1","2","2"
"814","Drew Helleson","ANA","D","23","2001-03-26","Farmington","MN","USA","USA","75","190","2019","COL","2","16","47"
"854","Drew O'Connor","PIT","L","25","1998-06-09","Chatham","NJ","USA","USA","75","200","-","-","-","-","-"
"426","Dryden Hunt","COL, NYR, TOR","L","28","1995-11-24","Cranbrook","BC","CAN","CAN","72","193","-","-","-","-","-"
"602","Dylan Coghlan","CAR","D","26","1998-02-19","Duncan","BC","CAN","CAN","74","208","-","-","-","-","-"
"799","Dylan Cozens","BUF","C","23","2001-02-09","Whitehorse","YT","CAN","CAN","75","195","2019","BUF","1","7","7"
"185","Dylan DeMelo","WPG","D","30","1993-05-01","London","ON","CAN","CAN","72","195","2011","S.J","6","28","179"
"598","Dylan Gambrell","OTT","C","27","1996-08-26","Bonney Lake","WA","USA","USA","71","185","2016","S.J","2","30","60"
"920","Dylan Guenther","ARI","R","20","2003-04-10","Edmonton","AB","CAN","CAN","74","175","2021","ARI","1","9","9"
"858","Dylan Holloway","EDM","L","22","2001-09-23","Calgary","AB","CAN","CAN","73","203","2020","EDM","1","14","14"
"375","Dylan Larkin","DET","C","27","1996-07-30","Waterford","MI","USA","USA","73","198","2014","DET","1","15","15"
"165","Dylan McIlrath","WSH","D","31","1992-04-20","Winnipeg","MB","CAN","CAN","77","232","2010","NYR","1","10","10"
"655","Dylan Samberg","WPG","D","25","1999-01-24","Saginaw","MN","USA","USA","76","219","2017","WPG","2","12","43"
"456","Dylan Strome","WSH","C","27","1997-03-07","Mississauga","ON","CAN","CAN","75","200","2015","ARI","1","3","3"
"411","Dysin Mayo","ARI","D","27","1996-08-17","Victoria","BC","CAN","CAN","74","183","2014","ARI","5","13","133"
"635","Eeli Tolvanen","NSH, SEA","R","24","1999-04-22","Vihti","","FIN","FIN","70","191","2017","NSH","1","30","30"
"674","Eetu Luostarinen","FLA","C","25","1998-09-02","Siilinjarvi","","FIN","FIN","75","190","2017","CAR","2","11","42"
"823","Egor Afanasyev","NSH","L","23","2001-01-23","Tver","","RUS","RUS","76","211","2019","NSH","2","14","45"
"778","Egor Sokolov","OTT","L","23","2000-06-07","Yekaterinburg","","RUS","RUS","75","222","-","-","-","-","-"
"783","Egor Zamula","PHI","D","24","2000-03-30","Chelyabinsk","","RUS","RUS","75","177","-","-","-","-","-"
"338","Elias Lindholm","CGY","C","29","1994-12-02","Boden","","SWE","SWE","73","202","2013","CAR","1","5","5"
"637","Elias Pettersson","VAN","C","25","1998-11-12","Sundsvall","","SWE","SWE","74","176","2017","VAN","1","5","5"
"901","Elliot Desnoyers","PHI","L","22","2002-01-21","Saint-Hyacinthe","QC","CAN","CAN","71","183","2020","PHI","5","11","135"
"849","Elmer Soderblom","DET","L","22","2001-07-05","Gothenburg","","SWE","SWE","80","246","2019","DET","6","4","159"
"678","Emil Bemstrom","CBJ","R","24","1999-06-01","Nykoping","","SWE","SWE","72","195","2017","CBJ","4","24","117"
"707","Eric Robinson","CBJ","L","28","1995-06-14","BELLMAWR","NJ","USA","USA","74","205","-","-","-","-","-"
"1","Eric Staal","FLA","C","39","1984-10-29","Thunder Bay","ON","CAN","CAN","76","195","2003","CAR","1","2","2"
"664","Erik Brannstrom","OTT","D","24","1999-09-02","Eksjo","","SWE","SWE","70","185","2017","VGK","1","15","15"
"446","Erik Cernak","T.B","D","26","1997-05-28","Kosice","","SVK","SVK","76","224","2015","L.A","2","13","43"
"161","Erik Gudbranson","CBJ","D","32","1992-01-07","Ottawa","ON","CAN","CAN","77","222","2010","FLA","1","3","3"
"277","Erik Gustafsson","TOR, WSH","D","32","1992-03-14","Nynashamn","","SWE","SWE","72","197","2012","EDM","4","2","93"
"129","Erik Haula","N.J","L","33","1991-03-23","Pori","","FIN","FIN","71","191","2009","MIN","7","1","182"
"31","Erik Johnson","COL","D","36","1988-03-21","Bloomington","MN","USA","USA","76","225","2006","STL","1","1","1"
"76","Erik Karlsson","S.J","D","33","1990-05-31","Landsbro","","SWE","SWE","72","190","2008","OTT","1","15","15"
"257","Esa Lindell","DAL","D","29","1994-05-23","Vantaa","","FIN","FIN","75","220","2012","DAL","3","13","74"
"463","Ethan Bear","VAN","D","26","1997-06-26","Regina","SK","CAN","CAN","71","197","2015","EDM","5","3","124"
"716","Evan Bouchard","EDM","D","24","1999-10-20","Oakville","ON","CAN","CAN","75","194","2018","EDM","1","10","10"
"490","Evan Rodrigues","COL","C","30","1993-07-28","Toronto","ON","CAN","CAN","71","184","-","-","-","-","-"
"105","Evander Kane","EDM","L","32","1991-08-02","Vancouver","BC","CAN","CAN","74","210","2009","ATL","1","4","4"
"11","Evgeni Malkin","PIT","C","37","1986-07-31","Magnitogorsk","","RUS","RUS","75","195","2004","PIT","1","2","2"
"58","Evgenii Dadonov","DAL, MTL","R","35","1989-03-12","Chelyabinsk","","RUS","RUS","71","189","2007","FLA","3","10","71"
"143","Evgeny Kuznetsov","WSH","C","31","1992-05-19","Chelyabinsk","","RUS","RUS","74","207","2010","WSH","1","26","26"
"451","Evgeny Svechnikov","S.J","L","27","1996-10-31","Yuzhno-Sakhalinsk","","RUS","RUS","75","208","2015","DET","1","19","19"
"675","Fabian Zetterlund","N.J, S.J","L","24","1999-08-25","Karlstad","","SWE","SWE","71","220","2017","N.J","3","1","63"
"665","Filip Chytil","NYR","C","24","1999-09-05","Kromeriz","","CZE","CZE","74","204","2017","NYR","1","21","21"
"252","Filip Forsberg","NSH","L","29","1994-08-13","Ostervala","","SWE","SWE","73","205","2012","WSH","1","11","11"
"732","Filip Hallander","PIT","C","23","2000-06-29","Sundsvall","","SWE","SWE","73","190","2018","PIT","2","27","58"
"577","Filip Hronek","DET, VAN","D","26","1997-11-02","Hradec Králové","","CZE","CZE","72","190","2016","DET","2","23","53"
"721","Filip Kral","TOR","D","24","1999-10-20","Blansko","","CZE","CZE","74","198","2018","TOR","5","25","149"
"943","Filip Roos","CHI","D","25","1999-01-05","Gothenburg","","SWE","SWE","76","190","-","-","-","-","-"
"722","Filip Zadina","DET","R","24","1999-11-27","Pardubice","","CZE","CZE","72","190","2018","DET","1","6","6"
"429","Frank Vatrano","ANA","R","30","1994-03-14","East Longmeadow","MA","USA","USA","71","197","-","-","-","-","-"
"530","Frederic Allard","MTL","D","26","1997-12-27","St. Sauveur","QC","CAN","CAN","73","179","2016","NSH","3","17","78"
"362","Frederick Gaudreau","MIN","C","30","1993-05-01","Bromont","QC","CAN","CAN","72","184","-","-","-","-","-"
"583","Fredrik Karlstrom","DAL","C","26","1998-01-12","Stockholm","","SWE","SWE","75","200","2016","DAL","3","29","90"
"401","Fredrik Olofsson","DAL","L","27","1996-05-27","Helsingborg","","SWE","SWE","74","190","2014","CHI","4","8","98"
"485","Gabriel Carlsson","WSH","D","27","1997-01-02","Orebro","","SWE","SWE","77","195","2015","CBJ","1","29","29"
"741","Gabriel Fortier","T.B","L","24","2000-02-06","Lachine","QC","CAN","CAN","70","177","2018","T.B","2","28","59"
"638","Gabriel Vilardi","L.A","C, R","24","1999-08-16","Kingston","ON","CAN","CAN","75","215","2017","L.A","1","11","11"
"361","Garnet Hathaway","BOS, WSH","R","32","1991-11-23","Kennebunkport","ME","USA","USA","75","208","-","-","-","-","-"
"612","Gavin Bayreuther","CBJ","D","29","1994-05-12","Canaan","NH","USA","USA","73","196","-","-","-","-","-"
"559","Givani Smith","DET, FLA","R","26","1998-02-28","Thornhill","ON","CAN","CAN","74","214","2016","DET","2","16","46"
"460","Glenn Gawdin","ANA","C","27","1997-03-25","Richmond","BC","CAN","CAN","73","191","2015","STL","4","25","116"
"733","Grigori Denisenko","FLA","L","23","2000-06-24","Novosibirsk","","RUS","RUS","71","186","2018","FLA","1","15","15"
"471","Guillaume Brisebois","VAN","D","26","1997-07-21","Longueuil","QC","CAN","CAN","74","175","2015","VAN","3","5","66"
"408","Gustav Forsling","FLA","D","27","1996-06-12","Linkoping","","SWE","SWE","72","186","2014","VAN","5","6","126"
"673","Gustav Lindstrom","DET","D","25","1998-10-20","Ostervala","","SWE","SWE","74","186","2017","DET","2","7","38"
"88","Gustav Nyquist","CBJ, MIN","C, L","34","1989-09-01","Halmstad","","SWE","SWE","71","180","2008","DET","4","30","121"
"327","Gustav Olofsson","SEA","D","29","1994-12-01","Boras","","SWE","SWE","74","199","2013","MIN","2","16","46"
"235","Hampus Lindholm","BOS","D","30","1994-01-20","Helsingborg","","SWE","SWE","76","215","2012","ANA","1","6","6"
"424","Hayden Hodgson","PHI","R","28","1996-03-02","Windsor","ON","CAN","CAN","74","208","-","-","-","-","-"
"369","Haydn Fleury","T.B","D","27","1996-07-08","Carlyle","SK","CAN","CAN","76","208","2014","CAR","1","7","7"
"649","Henri Jokiharju","BUF","D","24","1999-06-17","Oulu","","FIN","FIN","72","200","2017","CHI","1","29","29"
"569","Henrik Borgstrom","WSH","C","26","1997-08-06","Helsinki","","FIN","FIN","75","199","2016","FLA","1","23","23"
"815","Henry Thrun","S.J","D","23","2001-03-12","Southborough","MA","USA","USA","74","190","2019","ANA","4","8","101"
"303","Hudson Fasching","NYI","R","28","1995-07-28","Milwaukee","WI","USA","USA","75","204","2013","L.A","4","27","118"
"774","Hugh McGing","STL","L","25","1998-07-11","Chicago","IL","USA","USA","68","176","2018","STL","5","14","138"
"948","Hunter McKown","CBJ","C","21","2002-08-18","San Jose","CA","USA","USA","73","205","-","-","-","-","-"
"46","Ian Cole","T.B","D","35","1989-02-21","Ann Arbor","MI","USA","USA","73","225","2007","STL","1","18","18"
"661","Ian Mitchell","CHI","D","25","1999-01-18","St. Albert","AB","CAN","CAN","71","193","2017","CHI","2","26","57"
"759","Ilya Lyubushkin","BUF","D","29","1994-04-06","Moscow","","RUS","RUS","74","200","-","-","-","-","-"
"837","Ilya Mikheyev","VAN","R","29","1994-10-10","Omsk","","RUS","RUS","74","192","-","-","-","-","-"
"890","Isaak Phillips","CHI","D","22","2001-09-28","Barrie","ON","CAN","CAN","75","205","2020","CHI","5","17","141"
"717","Isac Lundestrom","ANA","C","24","1999-11-06","Gallivare","","SWE","SWE","72","193","2018","ANA","1","23","23"
"387","Ivan Barbashev","STL, VGK","C","28","1995-12-14","Moscow","","RUS","RUS","73","195","2014","STL","2","3","33"
"483","Ivan Provorov","PHI","D","27","1997-01-13","Yaroslavl","","RUS","RUS","73","201","2015","PHI","1","7","7"
"912","J.J. Moser","ARI","D","23","2000-06-06","Biel","","CHE","CHE","73","173","2021","ARI","2","28","60"
"322","J.T. Compher","COL","L","28","1995-04-08","Northbrook","IL","USA","USA","72","190","2013","BUF","2","5","35"
"217","J.T. Miller","VAN","C","31","1993-03-14","East Palestine","OH","USA","USA","73","218","2011","NYR","1","15","15"
"274","Jaccob Slavin","CAR","D","29","1994-05-01","Denver","CO","USA","USA","75","207","2012","CAR","4","29","120"
"729","Jack Drury","CAR","C","24","2000-02-03","New York","NY","USA","USA","71","174","2018","CAR","2","11","42"
"439","Jack Eichel","VGK","C","27","1996-10-28","North Chelmsford","MA","USA","USA","74","207","2015","BUF","1","2","2"
"812","Jack Hughes","N.J","C","22","2001-05-14","Orlando","FL","USA","USA","71","175","2019","N.J","1","1","1"
"18","Jack Johnson","CHI, COL","D","37","1987-01-13","Indianapolis","IN","USA","USA","73","227","2005","CAR","1","3","3"
"739","Jack McBain","ARI","C","24","2000-01-06","Toronto","ON","CAN","CAN","75","201","2018","MIN","3","1","63"
"867","Jack Quinn","BUF","R","22","2001-09-19","Ottawa","ON","CAN","CAN","73","185","2020","BUF","1","8","8"
"656","Jack Rathbone","VAN","D","24","1999-05-20","Boston","MA","USA","USA","70","177","2017","VAN","4","2","95"
"467","Jack Roslovic","CBJ","C","27","1997-01-29","Columbus","OH","USA","USA","73","200","2015","WPG","1","25","25"
"641","Jack Studnicka","BOS, VAN","C","25","1999-02-18","Windsor","ON","CAN","CAN","73","187","2017","BOS","2","22","53"
"911","Jackson Cates","PHI","C","26","1997-09-28","STILLWATER","MN","USA","USA","72","190","-","-","-","-","-"
"832","Jackson LaCombe","ANA","D","23","2001-01-09","Eden Prairie","MN","USA","USA","73","171","2019","ANA","2","8","39"
"748","Jacob Bernard-Docker","OTT","D","23","2000-06-30","Canmore","AB","CAN","CAN","72","190","2018","OTT","1","26","26"
"677","Jacob Bryson","BUF","D","26","1997-11-18","London","ON","CAN","CAN","69","176","2017","BUF","4","6","99"
"479","Jacob Larsson","OTT","D","26","1997-04-29","Ljungby","","SWE","SWE","74","193","2015","ANA","1","27","27"
"786","Jacob Lucchini","OTT","C","28","1995-05-09","Trail","BC","CAN","CAN","72","180","-","-","-","-","-"
"578","Jacob MacDonald","COL, S.J","D","31","1993-02-26","Portland","OR","USA","","72","204","-","-","-","-","-"
"575","Jacob Moverare","L.A","D","25","1998-08-31","Ostersund","","SWE","SWE","75","210","2016","L.A","4","21","112"
"680","Jacob Peterson","DAL, S.J","C","24","1999-07-19","Lidkoping","","SWE","SWE","73","180","2017","DAL","5","8","132"
"251","Jacob Trouba","NYR","D","30","1994-02-26","Rochester","MI","USA","USA","75","203","2012","WPG","1","9","9"
"156","Jaden Schwartz","SEA","C","31","1992-06-25","Wilcox","SK","CAN","CAN","70","185","2010","STL","1","14","14"
"568","Jake Bean","CBJ","D","25","1998-06-09","Calgary","AB","CAN","CAN","73","196","2016","CAR","1","13","13"
"781","Jake Christiansen","CBJ","D","24","1999-09-12","West Vancouver","BC","CAN","CAN","72","193","-","-","-","-","-"
"482","Jake DeBrusk","BOS","L","27","1996-10-17","Edmonton","AB","CAN","CAN","72","197","2015","BOS","1","14","14"
"420","Jake Evans","MTL","C","27","1996-06-02","Toronto","ON","CAN","CAN","72","186","2014","MTL","7","27","207"
"306","Jake Guentzel","PIT","L","29","1994-10-06","Omaha","NE","USA","USA","71","180","2013","PIT","3","16","77"
"624","Jake Leschyshyn","NYR, VGK","C","25","1999-03-10","Raleigh","NC","USA","USA","71","195","2017","VGK","2","31","62"
"950","Jake Livingstone","NSH","D","24","1999-04-16","CRESTON","BC","CAN","CAN","75","205","-","-","-","-","-"
"269","Jake McCabe","CHI, TOR","D","30","1993-10-12","Eau Claire","WI","USA","USA","73","204","2012","BUF","2","14","44"
"421","Jake Middleton","MIN","D","28","1996-01-02","Wainwright","AB","CAN","CAN","75","219","2014","L.A","7","30","210"
"63","Jake Muzzin","TOR","D","35","1989-02-21","Woodstock","ON","CAN","CAN","75","227","2007","PIT","5","20","141"
"863","Jake Neighbours","STL","L","22","2002-03-29","Calgary","AB","CAN","CAN","72","201","2020","STL","1","26","26"
"869","Jake Sanderson","OTT","D","21","2002-07-08","Whitefish","MT","USA","USA","75","195","2020","OTT","1","5","5"
"398","Jake Walman","DET","D","28","1996-02-20","Toronto","ON","CAN","CAN","74","215","2014","STL","3","22","82"
"539","Jakob Chychrun","ARI, OTT","D","26","1998-03-31","Boca Raton","FL","USA","USA","74","220","2016","ARI","1","16","16"
"825","Jakob Pelletier","CGY","L","23","2001-03-07","Québec","QC","CAN","CAN","69","170","2019","CGY","1","26","26"
"101","Jakob Silfverberg","ANA","R","33","1990-10-13","Gävle","","SWE","SWE","73","207","2009","OTT","2","9","39"
"749","Jakub Lauko","BOS","C","24","2000-03-28","Prague","","CZE","CZE","72","196","2018","BOS","3","15","77"
"62","Jakub Voracek","CBJ","R","34","1989-08-15","Kladno","","CZE","CZE","74","216","2007","CBJ","1","7","7"
"374","Jakub Vrana","DET, STL","L","28","1996-02-28","Prague","","CZE","CZE","72","190","2014","WSH","1","13","13"
"445","Jakub Zboril","BOS","D","27","1997-02-21","Brno","","CZE","CZE","73","201","2015","BOS","1","13","13"
"511","Jalen Chatfield","CAR","D","27","1996-05-15","Ypsilanti","MI","USA","USA","73","188","-","-","-","-","-"
"704","James Hamblin","EDM","L","24","1999-04-27","Edmonton","AB","CAN","CAN","69","176","-","-","-","-","-"
"50","James van Riemsdyk","PHI","L","34","1989-05-04","Middletown","NJ","USA","USA","75","208","2007","PHI","1","2","2"
"44","Jamie Benn","DAL","L","34","1989-07-18","Victoria","BC","CAN","CAN","74","205","2007","DAL","5","8","129"
"880","Jamie Drysdale","ANA","D","21","2002-04-08","Toronto","ON","CAN","CAN","71","183","2020","ANA","1","6","6"
"216","Jamie Oleksiak","SEA","D","31","1992-12-21","Toronto","ON","CAN","CAN","79","257","2011","DAL","1","14","14"
"753","Jan Jenik","ARI","R","23","2000-09-15","Nymburk","","CZE","CZE","73","185","2018","ARI","3","3","65"
"672","Jan Rutta","PIT","D","33","1990-07-29","Písek","","CZE","CZE","75","204","-","-","-","-","-"
"170","Jani Hakanpaa","DAL","D","32","1992-03-31","Kirkkonummi","","FIN","FIN","78","225","2010","STL","4","14","104"
"449","Jansen Harkins","WPG","C","26","1997-05-23","Cleveland","OH","USA","USA","73","182","2015","WPG","2","17","47"
"383","Jared McCann","SEA","L","27","1996-05-31","Stratford","ON","CAN","CAN","73","191","2014","VAN","1","24","24"
"92","Jared Spurgeon","MIN","D","34","1989-11-29","Edmonton","AB","CAN","CAN","69","166","2008","NYI","6","5","156"
"626","Jaret Anderson-Dolan","L.A","C","24","1999-09-12","Calgary","AB","CAN","CAN","71","200","2017","L.A","2","10","41"
"166","Jarred Tinordi","CHI","D","32","1992-02-20","Burnsville","MN","USA","USA","78","229","2010","MTL","1","22","22"
"68","Jason Demers","EDM","D","35","1988-06-09","Dorval","QC","CAN","CAN","73","195","2008","S.J","7","5","186"
"319","Jason Dickinson","CHI","C","28","1995-07-04","Georgetown","ON","CAN","CAN","74","200","2013","DAL","1","29","29"
"644","Jason Robertson","DAL","L","24","1999-07-22","Arcadia","CA","USA","USA","75","200","2017","DAL","2","8","39"
"141","Jason Zucker","PIT","L","32","1992-01-16","Newport Beach","CA","USA","USA","71","192","2010","MIN","2","29","59"
"284","Jaycob Megna","S.J, SEA","D","31","1992-12-10","Plantation","FL","USA","USA","78","220","2012","ANA","7","29","210"
"287","Jayson Megna","ANA, COL","C","34","1990-02-01","Fort Lauderdale","FL","USA","USA","73","195","-","-","-","-","-"
"197","Jean-Gabriel Pageau","NYI","C","31","1992-11-11","Ottawa","ON","CAN","CAN","71","185","2011","OTT","4","5","96"
"882","Jean-Luc Foudy","COL","C","21","2002-05-13","Scarborough","ON","CAN","CAN","71","177","2020","COL","3","13","75"
"351","Jean-Sebastien Dea","ARI","C","30","1994-02-08","Laval","QC","CAN","CAN","71","174","-","-","-","-","-"
"3","Jeff Carter","PIT","C","39","1985-01-01","London","ON","CAN","CAN","75","219","2003","PHI","1","11","11"
"36","Jeff Petry","PIT","D","36","1987-12-09","Ann Arbor","MI","USA","USA","75","209","2006","EDM","2","15","45"
"159","Jeff Skinner","BUF","L","31","1992-05-16","Toronto","ON","CAN","CAN","71","197","2010","CAR","1","7","7"
"607","Jeffrey Viel","S.J","L","27","1997-01-28","Rimouski","QC","CAN","CAN","74","205","-","-","-","-","-"
"600","Jeremy Davies","BUF","D","27","1996-12-04","St-Anne-de-Bellevue","QC","CAN","CAN","71","180","2016","N.J","7","11","192"
"473","Jeremy Lauzon","NSH","D","26","1997-04-28","Val D'or","QC","CAN","CAN","73","204","2015","BOS","2","22","52"
"632","Jesper Boqvist","N.J","C","25","1998-10-30","Falun","","SWE","SWE","72","180","2017","N.J","2","5","36"
"570","Jesper Bratt","N.J","L","25","1998-07-30","Stockholm","","SWE","SWE","70","175","2016","N.J","6","11","162"
"173","Jesper Fast","CAR","R","32","1991-12-02","Nassjo","","SWE","SWE","73","191","2010","NYR","6","7","157"
"930","Jesper Froden","SEA","R","29","1994-09-21","Stockholm","","SWE","SWE","70","179","-","-","-","-","-"
"725","Jesperi Kotkaniemi","CAR","C","23","2000-07-06","Pori","","FIN","FIN","74","201","2018","MTL","1","3","3"
"538","Jesse Puljujarvi","CAR, EDM","R","25","1998-05-07","Alvkarleby","","SWE","FIN","76","201","2016","EDM","1","4","4"
"772","Jesse Ylonen","MTL","R","24","1999-10-03","Scottsdale","AZ","USA","USA","73","188","2018","MTL","2","4","35"
"263","Jimmy Vesey","NYR","L","30","1993-05-26","Boston","MA","USA","USA","75","202","2012","NSH","3","5","66"
"886","JJ Peterka","BUF","R","22","2002-01-14","Munich","","DEU","DEU","72","189","2020","BUF","2","3","34"
"8","Joe Pavelski","DAL","C","39","1984-07-11","Plover","WI","USA","USA","71","200","2003","S.J","7","8","205"
"788","Joe Snively","WSH","C","28","1996-01-01","Herndon","VA","USA","USA","69","176","-","-","-","-","-"
"719","Joe Veleno","DET","C","24","2000-01-13","Montreal","QC","CAN","CAN","73","203","2018","DET","1","30","30"
"218","Joel Armia","MTL","R","30","1993-05-31","Pori","","FIN","FIN","75","216","2011","BUF","1","16","16"
"203","Joel Edmundson","MTL","D","30","1993-06-28","Brandon","MB","CAN","CAN","77","221","2011","STL","2","16","46"
"480","Joel Eriksson Ek","MIN","C","27","1997-01-29","Karlstad","","SWE","SWE","75","207","2015","MIN","1","20","20"
"711","Joel Farabee","PHI","L","24","2000-02-25","Syracuse","NY","USA","USA","72","183","2018","PHI","1","14","14"
"355","Joel Hanley","DAL","D","32","1991-06-08","Keswick","ON","CAN","CAN","71","190","-","-","-","-","-"
"838","Joel Kiviranta","DAL","L","28","1996-03-23","Vantaa","","FIN","FIN","71","185","-","-","-","-","-"
"648","Joel Teasdale","MTL","L","25","1999-03-11","Repentigny","QC","CAN","CAN","72","212","-","-","-","-","-"
"520","Joey Anderson","CHI, TOR","R","25","1998-06-19","Roseville","MN","USA","USA","72","207","2016","N.J","3","12","73"
"78","John Carlson","WSH","D","34","1990-01-10","Natick","MA","USA","USA","75","215","2008","WSH","1","27","27"
"304","John Hayden","SEA","C","29","1995-02-14","Chicago","IL","USA","USA","75","223","2013","CHI","3","13","74"
"175","John Klingberg","ANA, MIN","D","31","1992-08-14","Gothenburg","","SWE","SWE","75","190","2010","DAL","5","11","131"
"776","John Leonard","NSH","L","25","1998-08-07","Westwood","NJ","USA","USA","71","196","2018","S.J","6","27","182"
"486","John Marino","N.J","D","26","1997-05-21","Brockton","MA","USA","USA","73","181","2015","EDM","6","3","154"
"102","John Tavares","TOR","C","33","1990-09-20","Mississauga","ON","CAN","CAN","73","216","2009","NYI","1","1","1"
"676","Johnathan Kovacevic","MTL","D","26","1997-07-12","Niagara Falls","ON","CAN","CAN","76","208","2017","WPG","3","12","74"
"186","Johnny Gaudreau","CBJ","L","30","1993-08-13","Salem","NJ","USA","USA","69","165","2011","CGY","4","13","104"
"146","Jon Merrill","MIN","D","32","1992-02-03","Oklahoma City","OK","USA","USA","75","204","2010","N.J","2","8","38"
"618","Jonah Gadjovich","S.J","L","25","1998-10-12","Whitby","ON","CAN","CAN","74","209","2017","VAN","2","24","55"
"215","Jonas Brodin","MIN","D","30","1993-07-12","Karlstad","","SWE","SWE","74","196","2011","MIN","1","10","10"
"633","Jonas Rondbjerg","VGK","R","25","1999-03-31","Horsholm","","DNK","DNK","74","203","2017","VGK","3","3","65"
"435","Jonas Siegenthaler","N.J","D","26","1997-05-06","Zurich","","CHE","CHE","74","218","2015","WSH","2","27","57"
"766","Jonatan Berggren","DET","R","23","2000-07-16","Uppsala","","SWE","SWE","71","197","2018","DET","2","2","33"
"336","Jonathan Drouin","MTL","L","29","1995-03-28","Ste-Agathe","QC","CAN","CAN","71","198","2013","T.B","1","3","3"
"730","Jonathan Gruden","PIT","C","23","2000-05-04","Rochester Hills","MI","USA","USA","72","172","2018","OTT","4","2","95"
"209","Jonathan Huberdeau","CGY","C","30","1993-06-04","Saint-Jerome","QC","CAN","CAN","73","200","2011","FLA","1","3","3"
"226","Jonathan Marchessault","VGK","C, R","33","1990-12-27","Cap-Rouge","QC","CAN","CAN","69","183","-","-","-","-","-"
"42","Jonathan Toews","CHI","C","35","1988-04-29","Winnipeg","MB","CAN","CAN","74","201","2006","CHI","1","3","3"
"301","Jonny Brodzinski","NYR","C","30","1993-06-19","Ham Lake","MN","USA","USA","72","212","2013","L.A","5","27","148"
"588","Joona Koppanen","BOS","L","26","1998-02-25","Tampere","","FIN","FIN","77","216","2016","BOS","5","14","135"
"839","Joona Luoto","CBJ","L","26","1997-09-26","TAMPERE","","FIN","FIN","75","210","-","-","-","-","-"
"77","Jordan Eberle","SEA","R","33","1990-05-15","Regina","SK","CAN","CAN","71","190","2008","EDM","1","22","22"
"443","Jordan Greenway","BUF, MIN","L","27","1997-02-16","Canton","NY","USA","USA","78","231","2015","MIN","2","20","50"
"757","Jordan Gross","NSH","D","28","1995-05-09","Maple Grove","MN","USA","USA","70","190","-","-","-","-","-"
"752","Jordan Harris","MTL","D","23","2000-07-07","Haverhill","MA","USA","USA","71","189","2018","MTL","3","9","71"
"561","Jordan Kyrou","STL","C","25","1998-05-05","Toronto","ON","CAN","CAN","73","196","2016","STL","2","5","35"
"265","Jordan Martinook","CAR","L","31","1992-07-25","Brandon","MB","CAN","CAN","72","196","2012","PHX","2","28","58"
"359","Jordan Oesterle","DET","D","31","1992-06-25","Dearborn Heights","MI","USA","USA","72","187","-","-","-","-","-"
"833","Jordan Spence","L.A","D","23","2001-02-24","Manly","","AUS","AUS","70","180","2019","L.A","4","2","95"
